course_id,date,discipline,hippodrome,partants,numcourse,distance,prono1,prono2,prono3,prono4,prono5,prono6,prono7,prono8,a1,a2,a3,a4,a5,rapport,r_b1,r_b2,top3,top4,top3_1,top3_2,top4_1,top4_2,a1_imp,a2_imp,a1_inf9,a2_inf9,cplg_top3,cplg_top4,top3_1_top4,top3_2_top4,top3_3_top4,siprono1<9-A1<9,siprono2<9-A1<9,siprono3<9-A1<9,siprono1<9-A2<9,siprono2<9-A2<9,siprono3<9-A2<9,Siprono1>8-A1>8,siprono2>8-A1>8,siprono3>8-A1>8,siprono1>8-A2>8,siprono2>8-A2>8,siprono3>8-A2>8
21/11/22_Vincennes_C1,21/11/22,trot,Vincennes,13,C1,2700,4,1,3,6,10,11,9,5,4,11,3,5,6,5.5,1,1,"[4,1,3]","[6,10,11,9]",1,0,0,1,0,1,1,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
22/11/22_Deauville_C1,22/11/22,galop,Deauville,16,C1,1300,9,1,13,5,7,12,11,10,7,13,4,3,14,14.0,1,1,"[9,1,13]","[5,7,12,11]",0,1,1,0,1,1,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
23/11/22_Mauquenchy_C1,23/11/22,trot,Mauquenchy,16,C1,2850,7,4,3,13,6,1,2,10,3,2,7,6,13,5.3,1,1,"[7,4,3]","[13,6,1,2]",1,0,0,1,1,0,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0
24/11/22_Vincennes_C1,24/11/22,trot,Vincennes,16,C1,2850,16,12,7,13,3,15,5,1,13,7,16,14,4,11.7,1,1,"[16,12,7]","[13,3,15,5]",0,1,1,0,1,1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0
25/11/22_Vincennes_C3,25/11/22,trot,Vincennes,16,C3,2700,9,8,14,7,5,15,11,10,8,14,2,4,12,6.7,1,1,"[9,8,14]","[7,5,15,11]",1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26/11/22_Vincennes_C7,26/11/22,trot,Vincennes,14,C7,2700,3,4,9,2,12,6,5,10,9,3,12,6,10,5.3,1,1,"[3,4,9]","[2,12,6,5]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
27/11/22_Toulouse_C1,27/11/22,galop,Toulouse,17,C1,2400,17,10,5,6,16,4,14,3,8,16,5,10,12,28.0,0,1,"[17,10,5]","[6,16,4,14]",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
28/11/22_Vincennes_C1,28/11/22,trot,Vincennes,16,C1,2700,12,15,14,10,5,8,16,7,8,15,5,7,14,20.0,1,1,"[12,15,14]","[10,5,8,16]",0,1,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1
29/11/22_Deauville_C2,29/11/22,galop,Deauville,16,C2,1900,6,1,10,7,3,4,15,5,9,1,11,15,13,23.0,0,1,"[6,1,10]","[7,3,4,15]",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
30/11/22_Deauville_C1,30/11/22,galop,Deauville,16,C1,2500,13,5,4,3,6,15,9,14,6,3,9,16,4,11.0,1,1,"[13,5,4]","[3,6,15,9]",0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
01/12/22_Vincennes_C1,01/12/22,trot,Vincennes,16,C1,2100,3,8,4,15,2,10,1,6,2,7,4,16,8,10.0,1,0,"[3,8,4]","[15,2,10,1]",0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
02/12/22_Vincennes_C4,02/12/22,trot,Vincennes,16,C4,2100,3,9,5,12,14,2,1,8,10,7,11,9,2,7.5,0,0,"[3,9,5]","[12,14,2,1]",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
03/12/22_Vincennes_C3,03/12/22,trot,Vincennes,14,C3,2850,9,11,5,13,4,7,12,8,9,5,13,12,11,2.2,1,1,"[9,11,5]","[13,4,7,12]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
04/12/22_Vincennes_C8,04/12/22,trot,Vincennes,18,C8,2850,3,6,2,5,10,12,13,15,3,2,4,5,13,2.2,1,1,"[3,6,2]","[5,10,12,13]",1,1,0,0,1,0,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
05/12/22_Vincennes_C1,05/12/22,trot,Vincennes,16,C1,2100,5,4,9,1,3,2,6,12,12,5,8,4,6,10.0,1,1,"[5,4,9]","[1,3,2,6]",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
06/12/22_Chantilly_C4,06/12/22,galop,Chantilly,16,C4,1600,12,3,11,1,4,14,10,5,11,3,4,14,1,12.6,1,1,"[12,3,11]","[1,4,14,10]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
07/12/22_Vincennes_C1,07/12/22,trot,Vincennes,16,C1,2100,6,4,1,3,2,5,7,12,6,5,1,3,12,4.1,1,1,"[6,4,1]","[3,2,5,7]",1,0,0,1,0,1,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
08/12/22_Vincennes_C1,08/12/22,trot,Vincennes,16,C1,2100,4,13,6,16,7,2,5,10,4,6,2,13,9,1.8,1,1,"[4,13,6]","[16,7,2,5]",1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
09/12/22_Vincennes_C3,09/12/22,trot,Vincennes,13,C3,2850,7,11,8,6,9,1,3,10,11,1,13,3,8,4.7,1,1,"[7,11,8]","[6,9,1,3]",1,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
10/12/22_Vincennes_C3,10/12/22,trot,Vincennes,19,C3,2700,13,14,12,9,10,3,4,5,3,13,4,10,2,34.4,1,1,"[13,14,12]","[9,10,3,4]",0,1,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
11/12/22_Vincennes_C4,11/12/22,trot,Vincennes,16,C4,2850,15,16,2,12,5,13,10,6,12,5,15,7,14,9.2,1,1,"[15,16,2]","[12,5,13,10]",0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12/12/22_Cagnes_C4,12/12/22,galop,Cagnes,16,C4,4200,1,6,15,9,4,3,14,7,11,3,1,4,13,14.0,0,1,"[1,6,15]","[9,4,3,14]",0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
13/12/22_Chantilly_C4,13/12/22,galop,Chantilly,16,C4,3200,2,4,9,3,8,1,5,6,11,4,9,14,7,29.8,0,1,"[2,4,9]","[3,8,1,5]",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
14/12/22_Vincennes_C1,14/12/22,trot,Vincennes,15,C1,2850,8,6,15,14,12,3,11,9,8,3,10,1,6,5.7,1,1,"[8,6,15]","[14,12,3,11]",1,0,0,1,0,1,1,1,1,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0
15/12/22_Deauville_C1,15/12/22,galop,Deauville,16,C1,1300,3,8,6,7,10,14,1,16,6,7,14,8,12,10.8,1,1,"[3,8,6]","[7,10,14,1]",1,0,0,1,0,1,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0
16/12/22_Vincennes_C8,16/12/22,trot,Vincennes,16,C8,2850,16,8,1,6,13,4,14,7,10,6,4,13,15,29.0,0,1,"[16,8,1]","[6,13,4,14]",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
17/12/22_Vincennes_C3,17/12/22,trot,Vincennes,16,C3,2100,11,5,12,6,15,7,2,8,12,2,10,8,15,6.9,1,1,"[11,5,12]","[6,15,7,2]",1,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0
18/12/22_Vincennes_C8,18/12/22,trot,Vincennes,16,C8,2850,6,11,5,3,7,16,8,12,7,13,11,16,14,10.5,1,0,"[6,11,5]","[3,7,16,8]",0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
19/12/22_Cagnes_C3,19/12/22,galop,Cagnes,16,C3,3500,4,1,11,9,3,2,16,13,1,2,9,16,14,7.7,1,1,"[4,1,11]","[9,3,2,16]",1,0,0,1,1,0,1,1,1,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0
20/12/22_Pau_C4,20/12/22,galop,Pau,16,C4,3500,3,4,5,12,16,14,9,2,7,15,14,16,11,13.0,0,0,"[3,4,5]","[12,16,14,9]",0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
21/12/22_Vincennes_C1,21/12/22,trot,Vincennes,16,C1,2850,15,14,6,2,13,7,8,12,13,12,4,2,14,8.8,1,1,"[15,14,6]","[2,13,7,8]",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
22/12/22_Deauville_C1,22/12/22,galop,Deauville,16,C1,1900,6,2,4,13,8,14,1,7,9,14,1,8,2,30.0,0,1,"[6,2,4]","[13,8,14,1]",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/12/22_Vincennes_C7,23/12/22,trot,Vincennes,14,C7,2100,2,8,6,13,4,1,3,14,8,13,1,7,14,3.6,1,1,"[2,8,6]","[13,4,1,3]",1,0,0,1,0,1,1,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
24/12/22_Vincennes_C6,24/12/22,trot,Vincennes,13,C6,2700,11,4,7,5,6,13,12,9,5,7,10,9,13,8.7,1,1,"[11,4,7]","[5,6,13,12]",0,1,1,0,1,1,1,1,1,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0
25/12/22_Vincennes_C3,25/12/22,trot,Vincennes,14,C3,2700,6,9,2,3,1,8,12,7,4,13,14,7,5,3.8,0,0,"[6,9,2]","[3,1,8,12]",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
26/12/22_Deauville_C1,26/12/22,galop,Deauville,16,C1,1500,4,13,12,11,14,5,9,10,6,13,5,1,9,3.8,0,1,"[4,13,12]","[11,14,5,9]",0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
27/12/22_Vincennes_C1,27/12/22,trot,Vincennes,16,C1,2100,2,13,12,11,10,16,7,8,10,13,11,3,2,10.0,1,1,"[2,13,12]","[11,10,16,7]",0,1,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1
28/12/22_Cagnes_C4,28/12/22,galop,Cagnes,16,C4,4000,5,3,16,8,4,12,7,2,7,16,10,5,4,10.0,1,1,"[5,3,16]","[8,4,12,7]",0,1,1,0,1,0,1,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
29/12/22_Vincennes_C1,29/12/22,trot,Vincennes,15,C1,2700,8,10,7,12,1,14,15,2,8,14,11,5,15,4.0,1,1,"[8,10,7]","[12,1,14,15]",1,0,0,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30/12/22_Vincennes_C8,30/12/22,trot,Vincennes,14,C8,2700,14,13,4,9,7,3,12,11,14,4,12,2,11,3.6,1,1,"[14,13,4]","[9,7,3,12]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
31/12/22_Vincennes_C6,31/12/22,trot,Vincennes,16,C6,2700,12,13,5,11,6,7,3,15,10,5,9,11,6,10.0,0,1,"[12,13,5]","[11,6,7,3]",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
01/01/23_Vincennes_C4,01/01/23,trot,Vincennes,18,C4,2100,4,15,7,5,3,11,8,6,5,3,11,14,6,14.0,1,1,"[4,15,7]","[5,3,11,8]",0,0,1,1,1,1,1,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
02/01/23_Vincennes_C4,02/01/23,trot,Vincennes,16,C4,3800,3,10,6,4,7,14,13,15,6,13,14,3,4,7.2,1,1,"[3,10,6]","[4,7,14,13]",1,0,0,1,0,1,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0
03/01/23_Vincennes_C1,03/01/23,trot,Vincennes,16,C1,2700,4,15,2,13,6,5,11,8,2,15,6,9,1,5.9,1,1,"[4,15,2]","[13,6,5,11]",1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
04/01/23_Vincennes_C1,04/01/23,trot,Vincennes,15,C1,2100,5,3,2,4,7,10,8,1,11,14,8,1,5,40.0,0,0,"[5,3,2]","[4,7,10,8]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/23_Vincennes_C1,05/01/23,trot,Vincennes,13,C1,2100,5,6,1,8,4,2,9,12,6,1,4,9,13,3.5,1,1,"[5,6,1]","[8,4,2,9]",1,1,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
06/01/23_Deauville_C8,06/01/23,galop,Deauville,16,C8,1300,5,6,7,15,1,9,12,8,6,14,4,11,8,6.4,1,0,"[5,6,7]","[15,1,9,12]",1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
07/01/23_Vincennes_C4,07/01/23,trot,Vincennes,16,C4,2850,9,8,13,6,15,16,7,10,9,10,15,12,2,4.5,1,1,"[9,8,13]","[6,15,16,7]",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
08/01/23_Vincennes_C4,08/01/23,trot,Vincennes,16,C4,2100,7,4,9,10,2,12,8,11,2,4,7,11,10,10.1,1,1,"[7,4,9]","[10,2,12,8]",0,1,1,0,0,0,1,1,1,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0
09/01/23_Vincennes_C1,09/01/23,trot,Vincennes,15,C1,2100,14,5,6,11,4,8,13,7,14,8,13,11,4,4.7,1,1,"[14,5,6]","[11,4,8,13]",1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
10/01/23_Vincennes_C1,10/01/23,trot,Vincennes,16,C1,2850,12,15,8,13,4,11,9,6,3,5,12,7,2,16.5,0,0,"[12,15,8]","[13,4,11,9]",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
11/01/23_Pau_C2,11/01/23,galop,Pau,16,C2,4000,9,2,1,5,4,6,10,16,14,2,1,4,9,46.6,0,1,"[9,2,1]","[5,4,6,10]",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
12/01/23_Cagnes_C1,12/01/23,trot,Cagnes,16,C1,2900,1,6,10,12,14,8,4,9,1,3,2,4,16,2.9,1,0,"[1,6,10]","[12,14,8,4]",1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
13/01/23_Deauville_C8,13/01/23,galop,Deauville,16,C8,1900,1,3,6,7,16,9,11,8,6,12,3,7,1,7.1,1,0,"[1,3,6]","[7,16,9,11]",1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
14/01/23_Vincennes_C4,14/01/23,trot,Vincennes,15,C4,2850,14,15,10,12,3,7,13,8,14,3,12,8,9,1.6,1,1,"[14,15,10]","[12,3,7,13]",1,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0
15/01/23_Vincennes_C4,15/01/23,trot,Vincennes,18,C4,2850,6,13,11,15,2,7,12,3,2,7,15,13,3,9.0,1,1,"[6,13,11]","[15,2,7,12]",0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
16/01/23_Cagnes_C2,16/01/23,galop,Cagnes,16,C2,2150,10,12,6,15,9,4,3,2,6,12,10,3,9,5.9,1,1,"[10,12,6]","[15,9,4,3]",1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
17/01/23_Vincennes_C2,17/01/23,trot,Vincennes,16,C2,2150,12,9,4,5,14,3,16,11,12,3,11,5,16,6.4,1,1,"[12,9,4]","[5,14,3,16]",1,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
18/01/23_Cagnes_C4,18/01/23,galop,Cagnes,16,C4,2150,9,6,3,5,2,1,4,10,2,8,12,3,4,7.9,1,0,"[9,6,3]","[5,2,1,4]",0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
19/01/23_Vincennes_C1,19/01/23,trot,Vincennes,16,C1,2700,11,16,15,10,7,9,5,4,7,16,10,11,5,10.1,1,1,"[11,16,15]","[10,7,9,5]",0,1,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1
20/01/23_Deauville_C8,20/01/23,galop,Deauville,16,C8,2500,3,10,8,2,4,15,16,1,11,8,3,9,1,47.0,0,1,"[3,10,8]","[2,4,15,16]",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
21/01/23_Vincennes_C4,21/01/23,trot,Vincennes,16,C4,2850,1,9,7,5,3,8,16,15,7,3,5,9,8,4.0,1,1,"[1,9,7]","[5,3,8,16]",1,0,0,1,1,1,1,1,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0
22/01/23_Vincennes_C4,22/01/23,trot,Vincennes,18,C4,2700,18,14,10,9,8,16,6,15,18,14,10,4,15,3.6,1,1,"[18,14,10]","[9,8,16,6]",1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
23/01/23_Cagnes_C2,23/01/23,galop,Cagnes,16,C2,1500,6,8,14,15,1,3,2,10,15,10,6,16,1,7.7,1,1,"[6,8,14]","[15,1,3,2]",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24/01/23_Cagnes_C4,24/01/23,trot,Cagnes,15,C4,2925,13,7,6,9,12,8,10,11,12,2,6,15,10,8.3,1,0,"[13,7,6]","[9,12,8,10]",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
25/01/23_Pau_C2,25/01/23,galop,Pau,16,C2,3800,3,14,8,12,5,13,1,7,13,4,12,3,15,8.5,1,0,"[3,14,8]","[12,5,13,1]",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
26/01/23_Vincennes_C1,26/01/23,trot,Vincennes,16,C1,2850,5,9,3,15,8,14,12,2,3,14,5,9,8,5.8,1,1,"[5,9,3]","[15,8,14,12]",1,0,0,1,1,0,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0
27/01/23_Deauville_C7,27/01/23,galop,Deauville,16,C7,1500,3,13,10,2,4,1,8,15,9,8,12,7,2,15.0,0,1,"[3,13,10]","[2,4,1,8]",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
28/01/23_Vincennes_C4,28/01/23,trot,Vincennes,16,C4,2100,4,7,5,6,9,14,16,1,7,13,2,1,10,2.3,1,0,"[4,7,5]","[6,9,14,16]",1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
29/01/23_Vincennes_C7,29/01/23,trot,Vincennes,18,C7,2700,6,2,14,9,4,3,8,1,9,4,8,1,11,8.5,1,1,"[6,2,14]","[9,4,3,8]",0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
30/01/23_Vincennes_C1,30/01/23,trot,Vincennes,15,C1,2850,13,5,2,8,9,4,11,6,9,13,4,6,3,12.0,1,1,"[13,5,2]","[8,9,4,11]",0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31/01/23_Cagnes_C2,31/01/23,galop,Cagnes,16,C2,1500,8,1,7,4,5,3,9,10,15,1,16,12,4,11.0,0,1,"[8,1,7]","[4,5,3,9]",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
01/02/23_Pau_C5,01/02/23,galop,Pau,14,C5,4000,2,1,4,6,8,3,9,5,8,2,11,4,5,10.0,1,1,"[2,1,4]","[6,8,3,9]",0,1,1,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
02/02/23_Vincennes_C1,02/02/23,trot,Vincennes,15,C1,2850,13,15,5,7,3,9,1,2,7,5,13,2,6,8.5,1,1,"[13,15,5]","[7,3,9,1]",0,1,1,0,1,1,1,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
03/02/23_Vincennes_C7,03/02/23,trot,Vincennes,16,C7,2850,10,8,12,11,13,7,9,4,8,12,14,9,3,8.9,1,1,"[10,8,12]","[11,13,7,9]",1,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
04/02/23_Deauville_C3,04/02/23,galop,Deauville,16,C3,1900,1,9,8,4,5,12,2,7,4,5,8,1,9,10.7,1,1,"[1,9,8]","[4,5,12,2]",0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
05/02/23_Vincennes_C4,05/02/23,trot,Vincennes,13,C4,2175,13,9,11,6,7,4,5,10,9,4,13,11,7,8.3,1,1,"[13,9,11]","[6,7,4,5]",1,0,0,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0
06/02/23_Vincennes_C1,06/02/23,trot,Vincennes,15,C1,2700,8,4,1,13,3,15,5,6,13,1,8,7,12,6.4,1,1,"[8,4,1]","[13,3,15,5]",0,1,1,0,1,1,0,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0
07/02/23_Cagnes_C4,07/02/23,galop,Cagnes,16,C4,2500,4,7,6,11,14,15,9,5,4,2,6,11,1,3.6,1,0,"[4,7,6]","[11,14,15,9]",1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
08/02/23_Vincennes_C1,08/02/23,trot,Vincennes,15,C1,2100,13,4,1,5,10,12,3,8,4,13,6,1,5,4.7,1,1,"[13,4,1]","[5,10,12,3]",1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
09/02/23_Cagnes_C2,09/02/23,galop,Cagnes,16,C2,1600,1,2,9,6,3,7,5,12,12,2,1,16,15,8.7,1,1,"[1,2,9]","[6,3,7,5]",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
10/02/23_Vincennes_C7,10/02/23,trot,Vincennes,16,C7,2700,10,15,7,12,4,13,3,1,10,1,4,14,15,2.6,1,1,"[10,15,7]","[12,4,13,3]",1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11/02/23_Vincennes_C4,11/02/23,trot,Vincennes,16,C4,2100,14,8,2,5,3,16,1,4,8,5,3,12,2,6.3,1,1,"[14,8,2]","[5,3,16,1]",1,0,0,1,0,1,1,1,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0
12/02/23_Vincennes_C4,12/02/23,trot,Vincennes,18,C4,2100,5,3,1,4,10,2,13,9,5,4,2,9,1,6.1,1,1,"[5,3,1]","[4,10,2,13]",1,0,0,1,1,0,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
13/02/23_Vincennes_C1,13/02/23,trot,Vincennes,16,C1,2700,9,8,10,13,14,1,5,3,9,3,7,12,10,3.1,1,1,"[9,8,10]","[13,14,1,5]",1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
14/02/23_Vincennes_C1,14/02/23,trot,Vincennes,14,C1,2100,8,14,5,7,11,4,6,9,8,6,12,13,11,5.4,1,1,"[8,14,5]","[7,11,4,6]",1,0,0,1,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0
15/02/23_Cagnes_C2,15/02/23,galop,Cagnes,16,C2,2000,14,1,2,11,16,9,4,7,16,14,7,15,13,9.7,1,1,"[14,1,2]","[11,16,9,4]",0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16/02/23_Vincennes_C1,16/02/23,trot,Vincennes,14,C1,2700,9,12,11,8,14,13,1,3,11,9,6,1,8,8.3,1,1,"[9,12,11]","[8,14,13,1]",1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
17/02/23_Cagnes_C8,17/02/23,trot,Cagnes,13,C8,2925,8,10,7,9,4,6,12,5,10,8,12,9,11,5.9,1,1,"[8,10,7]","[9,4,6,12]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
18/02/23_Cagnes_C4,18/02/23,galop,Cagnes,16,C4,2000,11,3,1,2,9,7,15,5,13,3,12,11,9,16.0,0,1,"[11,3,1]","[2,9,7,15]",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
19/02/23_Vincennes_C4,19/02/23,trot,Vincennes,16,C4,2700,3,7,15,16,12,8,5,14,3,7,8,15,11,2.9,1,1,"[3,7,15]","[16,12,8,5]",1,1,0,0,1,1,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
20/02/23_Vincennes_C1,20/02/23,trot,Vincennes,16,C1,2850,5,6,14,15,13,2,12,16,12,15,5,9,16,16.0,1,1,"[5,6,14]","[15,13,2,12]",0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21/02/23_Vincennes_C1,21/02/23,trot,Vincennes,13,C1,2850,1,10,8,3,11,2,13,12,10,8,7,2,3,6.3,1,1,"[1,10,8]","[3,11,2,13]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
22/02/23_Cagnes_C2,22/02/23,galop,Cagnes,16,C2,1500,3,6,2,14,4,10,12,7,15,2,1,5,7,19.0,0,1,"[3,6,2]","[14,4,10,12]",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
23/02/23_Vincennes_C1,23/02/23,trot,Vincennes,14,C1,2100,3,4,12,8,9,5,6,2,11,9,3,12,4,34.0,0,1,"[3,4,12]","[8,9,5,6]",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24/02/23_Vincennes_C7,24/02/23,trot,Vincennes,15,C7,2850,14,2,15,13,10,9,5,11,14,2,15,7,12,3.6,1,1,"[14,2,15]","[13,10,9,5]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
25/02/23_Auteuil_C4,25/02/23,galop,Auteuil,16,C4,3600,10,3,4,12,16,7,1,8,14,6,10,1,4,52.8,0,0,"[10,3,4]","[12,16,7,1]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
