course_id,date,discipline,hippodrome,partants,numcourse,distance,prono1,prono2,prono3,prono4,prono5,prono6,prono7,prono8,a1,a2,a3,a4,a5,rapport,r_b1,r_b2,top3,top4,top3_1,top3_2,top4_1,top4_2,a1_imp,a2_imp,a1_inf9,a2_inf9,cplg_top3,cplg_top4,top3_1_top4,top3_2_top4,top3_3_top4,siprono1<9-A1<9,siprono2<9-A1<9,siprono3<9-A1<9,siprono1<9-A2<9,siprono2<9-A2<9,siprono3<9-A2<9,Siprono1>8-A1>8,siprono2>8-A1>8,siprono3>8-A1>8,siprono1>8-A2>8,siprono2>8-A2>8,siprono3>8-A2>8
26/02/23_Vincennes_C4,26/02/23,trot,Vincennes,14,C4,4150,11,13,3,5,12,14,4,10,11,1,13,5,8,4.4,1,0,"[11,13,3]","[5,12,14,4]",1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27/02/23_Cagnes_C1,27/02/23,galop,Cagnes,16,C1,2150,11,10,1,5,2,9,4,12,11,10,12,7,3,4.5,1,1,"[11,10,1]","[5,2,9,4]",1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
28/02/23_Vincennes_C1,28/02/23,trot,Vincennes,16,C1,2100,10,1,3,14,12,11,4,5,14,11,1,15,9,6.9,1,1,"[10,1,3]","[14,12,11,4]",0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
01/03/23_Chantilly_C1,01/03/23,galop,Chantilly,16,C1,1300,3,5,10,11,15,7,8,6,5,3,10,13,15,6.8,1,1,"[3,5,10]","[11,15,7,8]",1,1,0,0,1,1,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
02/03/23_Vincennes_C1,02/03/23,trot,Vincennes,13,C1,2700,7,13,1,12,11,9,8,4,9,1,7,12,11,13.0,1,1,"[7,13,1]","[12,11,9,8]",0,1,1,0,1,1,0,1,1,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0
03/03/23_Cagnes_C7,03/03/23,trot,Cagnes,16,C7,2925,8,15,2,3,10,1,7,6,8,10,2,7,3,2.3,1,1,"[8,15,2]","[3,10,1,7]",1,0,0,1,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
04/03/23_nantes_C4,04/03/23,trot,nantes,14,C4,2700,10,6,8,14,9,5,7,4,5,7,6,14,11,9.9,1,1,"[10,6,8]","[14,9,5,7]",0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
05/03/23_Auteuil_C3,05/03/23,galop,Auteuil,18,C3,3600,14,1,9,2,10,7,12,15,1,14,5,16,2,11.6,1,1,"[14,1,9]","[2,10,7,12]",1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
06/03/23_Caen_C4,06/03/23,trot,Caen,16,C4,2450,5,2,13,15,1,14,12,3,5,7,2,1,3,2.7,1,0,"[5,2,13]","[15,1,14,12]",1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
07/03/23_Chantilly_C1,07/03/23,galop,Chantilly,16,C1,1600,8,1,2,5,4,7,9,13,6,13,7,11,9,10.0,0,1,"[8,1,2]","[5,4,7,9]",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
08/03/23_Amiens_C1,08/03/23,trot,Amiens,16,C1,2900,8,11,2,10,4,14,3,7,4,3,8,2,14,10.0,1,1,"[8,11,2]","[10,4,14,3]",0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
09/03/23_SaintCloud_C1,09/03/23,galop,SaintCloud,16,C1,2000,6,1,8,5,3,7,4,9,7,12,9,1,15,21.0,1,0,"[6,1,8]","[5,3,7,4]",0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
10/03/23_Enghien_C8,10/03/23,trot,Enghien,16,C8,2150,1,2,4,7,5,13,11,10,11,4,1,13,2,18.3,1,1,"[1,2,4]","[7,5,13,11]",0,1,1,0,1,0,0,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0
11/03/23_Auteuil_C6,11/03/23,galop,Auteuil,18,C6,4400,4,1,5,18,8,17,2,14,12,18,4,5,13,26.7,0,1,"[4,1,5]","[18,8,17,2]",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/23_Cagnes_C4,12/03/23,trot,Cagnes,13,C4,2925,8,3,2,11,10,9,6,7,6,8,9,7,10,16.0,1,1,"[8,3,2]","[11,10,9,6]",0,1,1,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
13/03/23_Chantilly_C1,13/03/23,galop,Chantilly,16,C1,2700,2,7,1,6,12,4,13,11,8,9,3,1,7,11.0,0,0,"[2,7,1]","[6,12,4,13]",0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
14/03/23_Laval_C1,14/03/23,trot,Laval,14,C1,2850,9,5,7,6,8,10,12,1,9,6,7,5,12,2.4,1,1,"[9,5,7]","[6,8,10,12]",1,0,0,1,1,0,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
15/03/23_Chantilly_C1,15/03/23,galop,Chantilly,16,C1,1900,3,5,1,6,11,4,2,12,16,5,6,3,1,17.0,0,1,"[3,5,1]","[6,11,4,2]",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
16/03/23_Caen_C1,16/03/23,trot,Caen,16,C1,2200,2,6,5,1,7,4,16,11,2,7,6,4,9,2.3,1,1,"[2,6,5]","[1,7,4,16]",1,0,0,1,0,1,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
17/03/23_Enghien_C8,17/03/23,trot,Enghien,16,C8,2150,7,15,8,6,14,5,3,4,10,3,7,5,6,20.0,0,1,"[7,15,8]","[6,14,5,3]",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
18/03/23_SaintCloud_C4,18/03/23,galop,SaintCloud,16,C4,1400,3,1,2,5,8,14,16,7,15,12,8,5,11,15.2,0,0,"[3,1,2]","[5,8,14,16]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/03/23_Auteuil_C3,19/03/23,galop,Auteuil,16,C3,3900,8,1,11,4,7,12,3,15,14,12,8,11,10,15.7,0,1,"[8,1,11]","[4,7,12,3]",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20/03/23_Compiegne_C1,20/03/23,galop,Compiegne,16,C1,1800,10,4,1,11,5,3,12,14,3,14,13,16,8,7.9,1,1,"[10,4,1]","[11,5,3,12]",0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
21/03/23_Chantilly_C1,21/03/23,galop,Chantilly,15,C1,2100,2,7,1,9,10,8,4,3,7,8,2,12,4,3.0,1,1,"[2,7,1]","[9,10,8,4]",1,0,0,1,1,0,1,1,1,1,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0
22/03/23_Lisieux_C4,22/03/23,trot,Lisieux,16,C4,2725,14,16,12,6,3,10,9,5,14,13,2,12,1,2.0,1,0,"[14,16,12]","[6,3,10,9]",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
23/03/23_SaintCloud_C1,23/03/23,galop,SaintCloud,15,C1,2400,8,2,7,12,6,5,1,11,9,13,5,12,3,16.2,0,0,"[8,2,7]","[12,6,5,1]",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/03/23_Vincennes_C8,24/03/23,trot,Vincennes,16,C8,2850,13,16,14,12,3,2,6,1,13,3,11,14,1,2.8,1,1,"[13,16,14]","[12,3,2,6]",1,0,0,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0
25/03/23_Vincennes_C4,25/03/23,trot,Vincennes,15,C4,2850,11,5,12,4,8,14,13,7,11,5,4,8,14,2.8,1,1,"[11,5,12]","[4,8,14,13]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
26/03/23_Auteuil_C3,26/03/23,galop,Auteuil,14,C3,3600,10,1,13,4,11,6,3,9,1,13,10,8,12,5.6,1,1,"[10,1,13]","[4,11,6,3]",1,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
27/03/23_Fontainebleau_C1,27/03/23,galop,Fontainebleau,37,C1,1200,1,3,2,5,9,7,4,8,5,3,15,10,8,8.1,1,1,"[1,3,2]","[5,9,7,4]",0,1,1,0,1,1,1,1,1,1,0,2,0,1,1,1,1,1,1,0,0,0,0,0,0
28/03/23_SaintCloud_C1,28/03/23,galop,SaintCloud,18,C1,1600,1,7,10,6,8,9,11,15,7,18,1,12,9,6.0,1,0,"[1,7,10]","[6,8,9,11]",1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
29/03/23_Marseille_C1,29/03/23,trot,Marseille,16,C1,3000,4,12,14,11,8,3,6,5,4,3,6,12,1,2.1,1,1,"[4,12,14]","[11,8,3,6]",1,0,0,1,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30/03/23_Chantilly_C1,30/03/23,galop,Chantilly,16,C1,1600,11,6,3,9,1,4,7,8,11,14,8,4,9,6.1,1,0,"[11,6,3]","[9,1,4,7]",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31/03/23_Vincennes_C8,31/03/23,trot,Vincennes,16,C8,2100,1,13,9,15,2,16,4,12,1,9,4,8,13,3.7,1,1,"[1,13,9]","[15,2,16,4]",1,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
01/04/23_SaintCloud_C3,01/04/23,galop,SaintCloud,16,C3,2100,2,6,1,15,10,9,4,3,1,10,9,13,7,11.0,1,1,"[2,6,1]","[15,10,9,4]",1,0,0,1,1,0,1,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
02/04/23_Auteuil_C3,02/04/23,galop,Auteuil,18,C3,4700,7,3,8,5,15,13,1,6,12,8,13,1,3,8.6,0,1,"[7,3,8]","[5,15,13,1]",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
03/04/23_Chantilly_C1,03/04/23,galop,Chantilly,16,C1,1600,6,1,9,8,2,5,7,11,9,1,10,8,6,3.7,1,1,"[6,1,9]","[8,2,5,7]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
04/04/23_Fontainebleau_C1,04/04/23,galop,Fontainebleau,16,C1,3000,3,13,4,1,2,8,12,11,12,14,2,15,13,12.2,1,0,"[3,13,4]","[1,2,8,12]",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
05/04/23_Angers_C1,05/04/23,trot,Angers,16,C1,3100,2,1,10,5,7,8,9,13,10,2,7,12,8,9.1,1,1,"[2,1,10]","[5,7,8,9]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
06/04/23_Deauville_C1,06/04/23,galop,Deauville,16,C1,1900,4,7,6,1,2,9,13,15,12,9,15,2,5,33.0,0,1,"[4,7,6]","[1,2,9,13]",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/23_Vincennes_C8,07/04/23,trot,Vincennes,14,C8,2700,13,4,5,11,7,9,6,3,2,5,8,11,9,39.0,0,1,"[13,4,5]","[11,7,9,6]",0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
08/04/23_Vincennes_C3,08/04/23,trot,Vincennes,16,C3,2700,16,12,7,11,5,3,4,1,16,4,5,7,1,3.0,1,1,"[16,12,7]","[11,5,3,4]",1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
09/04/23_Longchamps_C3,09/04/23,galop,Longchamps,16,C3,1400,1,3,11,6,2,9,8,14,3,9,7,8,4,9.4,1,1,"[1,3,11]","[6,2,9,8]",1,0,0,1,1,1,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1
10/04/23_Compiegne_C2,10/04/23,galop,Compiegne,15,C2,3800,3,1,5,8,12,11,15,4,15,8,9,14,12,15.0,1,1,"[3,1,5]","[8,12,11,15]",0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
11/04/23_Chantilly_C1,11/04/23,galop,Chantilly,16,C1,2400,14,8,5,3,13,7,12,6,8,6,10,3,5,5.9,1,1,"[14,8,5]","[3,13,7,12]",1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
12/04/23_Lyon_C1,12/04/23,trot,Lyon,13,C1,2825,6,1,8,5,11,3,12,10,8,6,12,1,5,9.0,1,1,"[6,1,8]","[5,11,3,12]",1,1,0,0,0,0,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
13/04/23_Auteuil_C1,13/04/23,galop,Auteuil,16,C1,3900,7,4,14,11,5,13,1,16,5,4,6,14,15,12.3,1,1,"[7,4,14]","[11,5,13,1]",0,1,1,0,1,0,1,1,1,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0
14/04/23_Vincennes_C8,14/04/23,trot,Vincennes,16,C8,2850,13,16,12,3,7,14,15,1,8,13,3,7,16,54.0,0,1,"[13,16,12]","[3,7,14,15]",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15/04/23_Vincennes_C4,15/04/23,trot,Vincennes,15,C4,2100,15,4,10,2,1,12,9,6,15,4,10,9,7,2.1,1,1,"[15,4,10]","[2,1,12,9]",1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
16/04/23_Longchamps_C3,16/04/23,galop,Longchamps,16,C3,1850,10,9,11,1,5,4,12,16,12,1,3,10,9,14.6,1,1,"[10,9,11]","[1,5,4,12]",0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
17/04/23_Chantilly_C1,17/04/23,galop,Chantilly,16,C1,1200,5,6,3,1,8,9,14,2,9,16,3,5,8,8.5,1,0,"[5,6,3]","[1,8,9,14]",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/04/23_Auteuil_C1,18/04/23,galop,Auteuil,15,C1,3900,9,12,3,6,1,4,8,13,4,8,1,13,10,11.1,1,1,"[9,12,3]","[6,1,4,8]",0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
19/04/23_Pontchateau_C1,19/04/23,trot,Pontchateau,16,C1,2800,5,7,14,13,15,1,6,10,15,14,13,6,5,6.2,1,1,"[5,7,14]","[13,15,1,6]",0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
20/04/23_Longchamps_C1,20/04/23,galop,Longchamps,16,C1,2250,2,3,4,8,12,10,13,16,8,12,2,10,5,7.0,1,1,"[2,3,4]","[8,12,10,13]",0,0,1,1,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
21/04/23_Vincennes_C8,21/04/23,trot,Vincennes,14,C8,2850,14,2,11,6,10,8,13,9,11,14,6,10,13,8.1,1,1,"[14,2,11]","[6,10,8,13]",1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
22/04/23_Enghien_C4,22/04/23,trot,Enghien,14,C4,2150,8,4,1,10,13,6,9,14,8,13,4,10,2,2.1,1,1,"[8,4,1]","[10,13,6,9]",1,0,0,1,0,1,1,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0
23/04/23_Auteuil_C3,23/04/23,galop,Auteuil,14,C3,4400,6,11,3,2,7,8,9,10,8,7,9,10,11,11.0,1,1,"[6,11,3]","[2,7,8,9]",0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
24/04/23_Bordeaux_C4,24/04/23,galop,Bordeaux,16,C4,1600,4,6,12,11,7,15,14,10,14,10,9,15,2,9.6,1,1,"[4,6,12]","[11,7,15,14]",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25/04/23_Compiegne_C3,25/04/23,galop,Compiegne,16,C3,600,10,2,4,14,1,4,13,9,13,2,14,9,4,11.0,1,1,"[10,2,4]","[14,1,4,13]",0,1,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0
26/04/23_SaintBrieux_C1,26/04/23,trot,SaintBrieux,16,C1,3150,1,6,12,7,3,2,5,13,1,6,7,4,3,3.6,1,1,"[1,6,12]","[7,3,2,5]",1,1,0,0,1,0,1,1,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
27/04/23_Longchamps_C1,27/04/23,galop,Longchamps,16,C1,1300,13,1,11,3,6,2,12,5,6,3,1,2,7,4.8,1,1,"[13,1,11]","[3,6,2,12]",0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
28/04/23_Vincennes_C8,28/04/23,trot,Vincennes,15,C8,2700,13,7,6,11,5,10,15,14,6,5,3,13,14,9.6,1,1,"[13,7,6]","[11,5,10,15]",1,0,0,1,0,1,1,1,1,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0
29/04/23_Auteuil_C3,29/04/23,galop,Auteuil,14,C3,4300,7,6,3,12,2,10,13,8,14,11,7,6,8,12.0,0,0,"[7,6,3]","[12,2,10,13]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/04/23_Longchamps_C4,30/04/23,galop,Longchamps,17,C4,2000,17,7,4,6,9,13,3,11,17,3,9,16,4,4.4,1,1,"[17,7,4]","[6,9,13,3]",1,0,0,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
01/05/23_SaintCloud_C3,01/05/23,galop,SaintCloud,16,C3,1400,9,3,8,4,5,7,1,2,12,3,10,1,4,13.9,0,1,"[9,3,8]","[4,5,7,1]",0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
02/05/23_Compiegne_C8,02/05/23,galop,Compiegne,16,C8,2800,14,15,2,7,8,5,4,6,3,4,15,12,10,24.9,0,1,"[14,15,2]","[7,8,5,4]",0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
03/05/23_Vichy_C4,03/05/23,trot,Vichy,13,C4,2950,10,11,9,6,1,13,7,3,5,9,2,7,3,25.0,0,1,"[10,11,9]","[6,1,13,7]",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
04/05/23_Chantilly_C4,04/05/23,galop,Chantilly,18,C4,1600,6,4,13,7,9,1,3,8,5,1,7,9,10,18.0,0,1,"[6,4,13]","[7,9,1,3]",0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
05/05/23_Vincennes_C3,05/05/23,trot,Vincennes,16,C3,2100,8,2,3,14,10,1,15,13,9,3,14,15,10,19.0,0,1,"[8,2,3]","[14,10,1,15]",0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
06/05/23_Vincennes_C4,06/05/23,trot,Vincennes,13,C4,2100,6,3,1,8,2,4,10,11,8,6,4,10,3,21.0,1,1,"[6,3,1]","[8,2,4,10]",0,1,1,0,0,0,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0
07/05/23_Longchamps_C3,07/05/23,galop,Longchamps,16,C3,2100,1,6,7,10,12,9,11,15,9,11,5,10,3,16.0,1,1,"[1,6,7]","[10,12,9,11]",0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/23_Lyon_C3,08/05/23,galop,Lyon,16,C3,2200,11,1,4,15,10,5,3,12,15,6,14,12,2,8.2,1,0,"[11,1,4]","[15,10,5,3]",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
09/05/23_Chantilly_C8,09/05/23,galop,Chantilly,16,C8,1600,3,1,6,2,13,9,4,11,8,12,11,2,16,11.3,0,0,"[3,1,6]","[2,13,9,4]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
10/05/23_Fontainebleau_C8,10/05/23,galop,Fontainebleau,18,C8,1200,5,2,6,14,7,13,15,3,2,5,8,16,11,9.6,1,1,"[5,2,6]","[14,7,13,15]",1,1,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
11/05/23_Longchamps_C2,11/05/23,galop,Longchamps,16,C2,1850,6,2,12,1,16,13,4,7,16,7,12,4,6,5.4,1,1,"[6,2,12]","[1,16,13,4]",0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12/05/23_Vincennes_C3,12/05/23,trot,Vincennes,15,C3,2850,4,14,13,5,1,10,2,12,14,4,1,3,2,4.4,1,1,"[4,14,13]","[5,1,10,2]",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
13/05/23_Vincennes_C3,13/05/23,trot,Vincennes,16,C3,2450,16,15,9,5,14,7,6,1,15,7,16,8,14,4.6,1,1,"[16,15,9]","[5,14,7,6]",1,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0
14/05/23_Longchamps_C4,14/05/23,galop,Longchamps,15,C4,2500,1,3,6,14,5,4,2,7,6,13,9,8,7,7.9,1,0,"[1,3,6]","[14,5,4,2]",1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
15/05/23_Vichy_C4,15/05/23,trot,Vichy,16,C4,2500,16,6,7,4,13,3,1,9,1,4,6,15,7,10.0,1,1,"[16,6,7]","[4,13,3,1]",0,0,1,1,1,0,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
16/05/23_SaintCloud_C8,16/05/23,galop,SaintCloud,16,C8,1400,10,8,1,4,9,12,2,7,9,10,4,6,11,11.7,1,1,"[10,8,1]","[4,9,12,2]",0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17/05/23_Vincennes_C8,17/05/23,trot,Vincennes,15,C8,2850,13,5,9,3,8,15,4,14,13,5,8,14,9,1.9,1,1,"[13,5,9]","[3,8,15,4]",1,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
18/05/23_Longchamps_C2,18/05/23,galop,Longchamps,16,C2,1600,3,14,8,1,11,9,4,2,3,4,14,6,11,3.5,1,1,"[3,14,8]","[1,11,9,4]",1,0,0,1,1,0,1,1,1,1,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0
19/05/23_Vincennes_C3,19/05/23,trot,Vincennes,15,C3,2700,7,10,6,11,14,3,13,15,10,13,6,15,2,6.0,1,1,"[7,10,6]","[11,14,3,13]",1,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0
20/05/23_Auteuil_C3,20/05/23,galop,Auteuil,15,C3,5100,9,2,12,4,13,7,3,10,9,12,2,11,1,2.5,1,1,"[9,2,12]","[4,13,7,3]",1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
21/05/23_Auteuil_C4,21/05/23,galop,Auteuil,18,C4,6000,10,5,4,1,12,16,2,8,2,10,16,6,14,9.3,1,1,"[10,5,4]","[1,12,16,2]",0,1,1,0,0,0,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0
22/05/23_Marseille_C4,22/05/23,galop,Marseille,16,C4,1800,2,4,10,6,3,8,14,9,6,1,14,10,11,8.7,1,0,"[2,4,10]","[6,3,8,14]",0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
23/05/23_SaintCloud_C8,23/05/23,galop,SaintCloud,16,C8,2000,3,6,7,1,5,9,10,2,1,7,16,10,2,8.0,1,1,"[3,6,7]","[1,5,9,10]",0,1,1,0,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0
24/05/23_CroiseLaroche_C7,24/05/23,trot,CroiseLaroche,16,C7,2800,15,8,11,12,9,5,3,7,9,15,11,8,4,7.5,1,1,"[15,8,11]","[12,9,5,3]",0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1
25/05/23_Longchamps_C3,25/05/23,galop,Longchamps,16,C3,2850,10,1,7,3,5,8,9,2,10,3,7,8,3,3.4,1,1,"[10,1,7]","[3,5,8,9]",1,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0
26/05/23_Vincennes_C3,26/05/23,trot,Vincennes,14,C3,2850,13,6,8,14,1,11,7,12,13,6,8,12,1,2.5,1,1,"[13,6,8]","[14,1,11,7]",1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
27/05/23_Enghien_C3,27/05/23,trot,Enghien,14,C3,2150,3,11,2,9,8,1,5,13,3,5,2,9,10,4.9,1,1,"[3,11,2]","[9,8,1,5]",1,0,0,1,1,1,1,1,1,1,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0
28/05/23_SaintCloud_C4,28/05/23,galop,SaintCloud,17,C4,1400,15,2,13,11,9,1,10,8,13,10,17,16,9,11.5,1,1,"[15,2,13]","[11,9,1,10]",1,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1
29/05/23_Longchamps_C3,29/05/23,galop,Longchamps,14,C3,2200,1,3,5,4,2,11,7,6,5,2,1,12,11,10.4,1,1,"[1,3,5]","[4,2,11,7]",1,0,0,1,1,0,1,1,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0
30/05/23_Angers_C5,30/05/23,galop,Angers,16,C5,1350,1,8,5,9,13,16,11,4,5,6,3,4,7,6.2,1,0,"[1,8,5]","[9,13,16,11]",1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
31/05/23_strasbourg_C4,31/05/23,galop,strasbourg,16,C4,3000,3,13,2,8,1,9,14,10,3,8,16,2,13,3.9,1,1,"[3,13,2]","[8,1,9,14]",1,0,0,1,1,0,1,1,1,1,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0
01/06/23_Longchamps_C2,01/06/23,galop,Longchamps,16,C2,1800,4,1,3,5,9,13,14,7,5,8,2,4,3,15.0,1,0,"[4,1,3]","[5,9,13,14]",0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
02/06/23_Vincennes_C3,02/06/23,trot,Vincennes,14,C3,2850,12,14,2,10,8,11,6,5,12,8,11,10,2,2.4,1,1,"[12,14,2]","[10,8,11,6]",1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
